ip address,dnsname,mac,user agent,email address
127.75.215.27,info,FF-55-40-2C-16-27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.11 Safari/535.19",ebibb7q@google.es
128.126.42.124,org,DE-CC-A2-22-8F-59,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.697.0 Safari/534.24",hpriddiscr@themeforest.net
128.71.90.0,biz,4A-3E-6C-C3-8B-76,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20130331 Firefox/21.0,cpearle74@furl.net
128.72.204.225,info,0D-CB-5A-9E-DC-58,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,jmoraisrq@yale.edu
128.82.108.171,mil,1C-05-65-A9-BA-E6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19",lnatwickq3@forbes.com
13.198.141.109,gov,00-CE-87-0F-5C-A5,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17",gmusterdng@slashdot.org
13.3.196.5,name,ED-55-28-06-84-72,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21",emaddockmj@nyu.edu
13.70.154.21,edu,1A-AF-23-24-46-39,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.120 Safari/535.2",vchrstinemy@cafepress.com
13.73.12.228,net,53-24-8A-92-8D-3E,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; nl-nl) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",bblasioay@illinois.edu
130.10.204.9,info,D5-DF-95-50-A5-19,Mozilla/5.0 (X11; NetBSD amd64; rv:16.0) Gecko/20121102 Firefox/16.0,prankcomv@examiner.com
130.11.156.239,edu,D8-1D-C1-90-54-56,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,hhasellqd@usgs.gov
130.12.17.194,net,4A-85-81-A1-2C-6B,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.810.0 Safari/535.1",obellammz@skyrock.com
130.190.174.216,org,C9-36-B7-3A-9F-C8,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",krubelg3@icio.us
130.210.97.189,org,AC-05-DD-01-E7-42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7xs5D9rRDFpg2g",bthreadgill2e@altervista.org
130.240.65.138,mil,C0-A3-FB-E3-02-1D,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",mscoterboshhf@360.cn
130.36.98.6,net,59-DA-92-4B-94-65,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-us) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",kritchmanht@tuttocitta.it
130.48.193.5,mil,76-5A-D0-56-D9-08,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",nslatfordcv@addtoany.com
130.62.48.141,info,3F-EA-B1-46-DE-AF,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0,gchaytorih@abc.net.au
131.26.98.179,biz,C1-56-C3-8D-D3-73,"Mozilla/5.0 (Android 2.2; Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",ablanning3t@php.net
131.45.214.223,biz,0A-E8-C2-EE-FC-B3,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2,bgruszecki5f@reverbnation.com
131.96.125.221,biz,3C-9F-E6-50-EF-1D,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",mmctrustyij@parallels.com
132.178.83.213,name,6F-5A-15-DC-C2-02,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",bnardruplz@mtv.com
132.205.239.151,name,72-09-94-56-1B-C9,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,vkitchenham1w@nifty.com
132.247.41.65,name,0C-4C-12-1D-FF-4C,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",jcatterallek@ed.gov
132.252.64.17,name,8B-5B-D6-85-FB-00,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16",swindrus9u@independent.co.uk
132.41.76.211,com,98-33-C3-83-B8-26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1",cbabidgenc@plala.or.jp
132.53.142.232,info,46-53-30-04-D1-94,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.35 (KHTML, like Gecko) Ubuntu/10.10 Chromium/13.0.764.0 Chrome/13.0.764.0 Safari/534.35",elinseyk8@privacy.gov.au
133.242.200.38,org,85-AF-F7-3E-59-97,Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:15.0) Gecko/20121011 Firefox/15.0.1,lsaintsburyfm@nifty.com
133.80.51.30,edu,08-77-6E-3C-44-56,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",cbumbycs@flickr.com
134.14.120.202,name,CE-1C-3A-68-FE-B0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5",gdallingpz@booking.com
134.152.33.178,edu,67-96-D8-BD-4B-7F,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24",cwallheadbu@huffingtonpost.com
134.213.135.145,name,B9-86-4D-04-D4-4B,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",rmcnally80@nature.com
134.223.173.150,mil,FA-62-9B-16-C1-98,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.120 Chrome/15.0.874.120 Safari/535.2",jtowlef1@ihg.com
135.189.189.208,edu,04-5C-9B-E7-01-19,"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",kshevillck@chronoengine.com
135.221.41.26,org,59-29-21-4B-6D-AD,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7; en-us) AppleWebKit/533.4 (KHTML, like Gecko) Version/4.1 Safari/533.4",iboasg6@w3.org
136.148.87.46,name,A3-73-8B-68-34-49,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",ogergusl0@bigcartel.com
136.167.193.245,org,E5-2D-DC-B7-29-51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:6.0a2) Gecko/20110613 Firefox/6.0a2,eyarwood9n@bravesites.com
136.187.3.86,biz,C8-96-4B-7F-29-59,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36",wsabbener@digg.com
136.25.5.225,mil,95-9F-5D-D4-AA-7A,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/10.0.649.0 Safari/534.17",dmockfordqc@ca.gov
136.26.108.127,name,3D-B5-C1-DD-06-56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1",wpimmocker0@dell.com
137.1.109.176,mil,4F-E6-67-90-A0-EF,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.113 Safari/534.30",mtommasikd@gnu.org
137.112.86.120,mil,3A-BE-1B-2B-E9-F1,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1,wtakisj5@japanpost.jp
137.119.119.232,biz,0A-38-DB-4C-BC-BC,"Mozilla/4.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/11.0.1245.0 Safari/537.36",dmacgorleyn8@sciencedaily.com
137.147.112.173,mil,5C-3C-B8-6A-79-89,"Mozilla/5.0 (X11; CrOS i686 0.13.587) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.14 Safari/535.1",wfrancaisf@umich.edu
137.155.115.140,gov,1D-FB-4E-46-09-6A,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",blicciardols@freewebs.com
137.160.217.202,biz,6F-AC-38-DE-0B-8F,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.43 Safari/534.24",sforton7f@ebay.co.uk
137.192.62.98,com,6C-D0-A3-89-45-EF,Googlebot/2.1 (+http://www.google.com/bot.html),cfrasconenn@freewebs.com
137.203.28.127,biz,62-46-5D-D7-76-FF,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.814.0 Safari/535.1",gsterleyba@tmall.com
137.222.212.5,name,88-B4-12-F6-16-A1,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-au) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",hjakubovitcheb@mashable.com
137.8.64.248,mil,91-23-61-19-C7-36,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",kborges9y@netlog.com
138.120.149.214,biz,52-F2-11-D8-23-C8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.151 Safari/535.19",dbyham2o@timesonline.co.uk
138.175.184.123,net,10-04-4B-BD-6F-45,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; sv-se) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",xlintheado2@chron.com
139.100.29.139,info,22-4B-F7-22-E0-7A,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",rsalt4l@gizmodo.com
139.13.12.59,info,00-49-DB-77-54-BB,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24",jmcgarviefi@amazon.com
139.164.55.49,mil,1A-B9-75-B6-D1-77,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1866.237 Safari/537.36",bprinettdq@statcounter.com
139.84.2.1,edu,ED-D6-E5-3D-D1-E6,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130330 Firefox/21.0,wburnsall5e@theglobeandmail.com
14.151.255.175,name,5B-97-62-08-8F-26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.71 Safari/534.24",khassin4k@rakuten.co.jp
14.176.134.27,biz,1F-12-B5-F6-75-6A,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",fwellsteade4@pagesperso-orange.fr
14.184.107.168,biz,A8-52-37-38-0F-A8,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130401 Firefox/21.0,aphiloe0@photobucket.com
14.189.106.28,com,10-10-F8-52-A8-00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0,lmacaughtriead@360.cn
14.66.220.96,mil,6A-4B-82-8A-E7-27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20130401 Firefox/21.0,fmacqueen5r@reuters.com
140.123.144.198,mil,4E-9D-16-1F-F6-64,Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20130405 Firefox/22.0,klambdenna@chron.com
140.163.79.74,edu,C6-27-F8-0A-42-F4,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.60 Safari/534.30",tmistryaz@ifeng.com
140.225.194.160,org,8F-BC-BD-1E-6F-3A,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20130514 Firefox/21.0,swhereatb6@state.gov
140.23.14.194,gov,1D-46-4F-B0-B7-06,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; de-de) AppleWebKit/534.15+ (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",wbrychanm1@about.me
140.231.20.49,biz,BD-F7-FB-5A-11-03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",drailton2z@harvard.edu
140.35.87.33,org,23-99-37-58-39-C3,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.0 Safari/535.1",bgarrattleyp9@miitbeian.gov.cn
141.176.148.57,mil,38-15-A5-F0-66-12,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20120427 Firefox/15.0a1,jrubinowiczdv@ocn.ne.jp
141.244.103.58,net,D2-92-32-3D-4D-00,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1",ssherrockskh@prnewswire.com
142.230.60.130,biz,84-80-5E-47-38-E2,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ru-ru) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",tmckintosh7l@berkeley.edu
142.76.225.219,org,9F-40-1A-81-2B-DD,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",amcnairol@exblog.jp
143.106.194.38,name,C0-91-1A-D7-0A-ED,"Mozilla/5.0 (Windows NT 4.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36",atamplin9e@geocities.com
144.100.42.254,org,64-92-6E-D2-74-2F,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A",hwalsom6z@barnesandnoble.com
144.250.72.150,name,AC-C0-0D-7D-DD-F4,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:18.0) Gecko/20100101 Firefox/18.0,saxford1h@issuu.com
144.5.43.161,com,4A-C5-B2-87-38-A1,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ko-kr) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",sallainpu@nsw.gov.au
144.55.43.40,edu,AC-18-D7-39-46-23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",dmcdowell6y@behance.net
145.153.47.255,gov,56-9D-E5-7D-CE-6C,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3",dtenwick28@bloomberg.com
145.197.232.251,biz,4F-D9-7D-82-6D-15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",eenrigomr@wikispaces.com
145.35.139.97,com,26-62-74-FF-43-00,"Mozilla/5.0 (Windows NT 7.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",bhollerini2@nationalgeographic.com
146.148.206.209,org,98-C0-0C-A4-94-66,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",gbosworthmu@gnu.org
146.180.188.170,com,84-73-1C-D7-E2-7A,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",ipruekk@surveymonkey.com
146.203.40.146,gov,48-57-23-17-FB-7E,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",myarnoldop@naver.com
146.234.13.146,net,36-9D-2E-7E-73-32,Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,dhasterd5@multiply.com
146.90.233.178,name,4E-72-0F-B8-AA-24,"Mozilla/5.0 (X11; NetBSD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",flindermannfp@123-reg.co.uk
147.111.74.206,name,A1-92-A5-9E-EB-81,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",bkleinhandler7@archive.org
147.125.18.114,name,4A-43-17-BC-C0-E9,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0,imussettidl@netscape.com
147.223.232.166,net,EE-E7-49-1E-02-91,"Mozilla/5.0 (Android 2.2; Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",smacaless2k@discovery.com
147.253.123.33,org,33-3C-F0-67-F4-78,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",lskewis2p@ebay.co.uk
147.35.139.164,gov,91-BC-08-CC-D6-8A,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/11.0.696.50",ppoltoneqa@foxnews.com
147.48.204.58,com,F0-02-15-2C-04-A3,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.142 Chrome/18.0.1025.142 Safari/535.19",nlintin90@patch.com
147.74.235.8,org,0C-A3-A6-CA-82-08,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0,agerwoodc@istockphoto.com
148.100.84.121,mil,A9-45-21-9F-B3-6F,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5",bcopnar9c@rakuten.co.jp
148.192.194.247,edu,54-57-E7-B0-8B-A2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7",jmaindsh9@dion.ne.jp
148.218.41.4,info,58-67-40-12-E5-A5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",vmcevoyh8@npr.org
148.237.169.153,info,8C-27-83-D5-B7-5D,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",wavrahamoffe6@google.pl
148.45.6.38,name,D6-66-82-39-1A-37,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",dredfieldf3@slashdot.org
149.211.77.239,gov,02-38-A7-11-B8-56,"Mozilla/5.0 (Windows NT 7.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",dhorley75@posterous.com
149.221.216.135,net,75-0D-DA-7F-90-66,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; nb-no) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",cpaceyfd@jimdo.com
149.59.206.45,com,76-C3-43-49-B6-58,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",nexteroy@china.com.cn
15.116.12.233,org,48-56-E3-56-0D-6A,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13",vbruckstein5g@netscape.com
15.197.163.217,info,AF-6B-DF-2D-3E-6C,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",jgravenorq1@usa.gov
15.20.210.95,info,2F-65-B4-28-BF-E9,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-us) AppleWebKit/534.16+ (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",hlampartfx@taobao.com
15.27.87.123,info,A4-9A-D4-AD-5E-CD,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14",tmaccleodnz@istockphoto.com
15.65.112.160,org,EE-76-FB-73-35-23,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.04 Chromium/17.0.963.56 Chrome/17.0.963.56 Safari/535.11",mcurlessde@businessweek.com
15.73.113.103,info,69-05-99-8D-74-53,"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",spirsonj@statcounter.com
150.121.248.52,name,CD-8A-D6-A3-18-04,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",apigromere@histats.com
150.123.44.251,gov,E2-2D-8A-8E-DB-B4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11",cdurantgd@t-online.de
150.152.79.140,net,CD-AE-D6-99-D3-B5,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36",dbruggerlg@ebay.co.uk
150.62.31.238,net,E3-08-B4-2D-4A-B0,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.804.0 Chrome/14.0.804.0 Safari/535.1",cmeadway6@nymag.com
151.143.3.23,name,F0-0D-9A-31-75-19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1309.0 Safari/537.17",rmcdougal1i@omniture.com
151.150.134.38,gov,74-96-09-E1-4D-69,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36",tcawthronlw@washington.edu
151.78.122.204,org,6B-7F-5B-A0-C9-E1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko Firefox/11.0,roldroydebk@princeton.edu
152.46.88.229,info,1F-16-EA-5C-45-66,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14",sconnalky@nbcnews.com
153.134.252.37,info,F8-99-4F-D5-11-7F,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; sv-se) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",rmorriss20@theglobeandmail.com
154.20.14.161,info,EB-41-C9-4A-22-31,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2117.157 Safari/537.36",mmuddlem2@ustream.tv
154.239.160.113,mil,51-79-D3-93-46-E7,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/18.0.1,ggarlicke24@si.edu
154.240.246.243,edu,3A-74-E7-7B-87-EE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20",ederrick62@jalbum.net
154.253.125.77,edu,BE-25-5B-07-55-D2,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",kpieterickm9@wikia.com
154.254.248.193,net,75-F2-F0-AA-EC-36,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2226.0 Safari/537.36",dattenburrowrn@gravatar.com
155.1.198.246,gov,50-7D-94-D8-15-61,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1",bflecknoeor@sfgate.com
155.174.67.198,mil,57-7A-53-97-E3-B8,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:21.0.0) Gecko/20121011 Firefox/21.0.0,eholsteinix@example.com
155.188.253.207,biz,00-00-D3-AE-3E-83,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.682.0 Safari/534.21",dblaisdellgk@mapy.cz
155.193.113.178,gov,D9-4B-6D-D6-67-41,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-gb) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",agwatkinr2@symantec.com
